SrNo,Date,Sale Party,Quantity Sold,Sale Rate,Product,Grade,Company,Specific Grade,Purchase Party,Quantity Purchased,Purchase Rate
19,2020-01-02,Neelkanth Medical Devices Pvt Ltd (Nashik),15000,84,0725n,LD Heavy Duty,Tasnee,LD,Bhubaneswar Beacon Polychemicals,15000,83
20,2020-01-02,Heritage Vapi Furniture Pvt Ltd,6000,80,168MO,PP Moulding (10 Mfi),Borough,PP,"DragonGate Materials Trading Co. (Shanghai, China)",6000,77
21,2020-01-02,Core Polymers Textiles (Noida),6000,94,F46003,HD Film,RIL,HD,Navkar Exim,6000,91
22,2020-01-03,Ghaziabad Sunbeam Automotive Components Pvt Ltd,7000,86,LD 5026,LD Milk Pouch,Lotrene,LD,Pristine Vadodara Impex,7000,83
23,2020-01-03,Kaveri Polymers Automotive Components (Chennai),8000,85,F02020,LL 2 Mfi Non-Slip,HPCL,LL,"Desert Dunes Petrochem DMCC (Dubai, UAE)",8000,83
24,2020-01-03,Prime Coatings Pvt Ltd (Panipat),10000,87,861N,GPPS,Taita,GPPS,"Huaxin Polychem Co., Ltd. (Tianjin, China)",10000,84
25,2020-01-03,Matrix Polymers Cables (Mumbai),12000,86,4128N,PP TQ,Luban,PP,Thane Aristo Poly Hub,12000,84
26,2020-01-03,Kaveri Gurugram Petrochem,11000,83,1400MN,PP Moulding (40 Mfi),IOCL,PP,Desi Exim (Panipat),11000,81
27,2020-01-03,Anand Polymers Moulders (Hyderabad),17000,81,SC203TR,GPPS,Supreme,GPPS,Ghaziabad Bharat Polytrade,17000,78
28,2020-01-03,Tapti Footwear Pvt Ltd (Indore),8000,91,3155,PP Lamination,Exxon,PP,"Jumeirah Crest Petrochem DMCC (Dubai, UAE)",8000,88
29,2020-01-03,Navneet Daman Adhesives Pvt Ltd,9000,87,H030TN,PP Thermoforming,Nayara,PP,"Pearl Coast Exim DMCC (Dubai, UAE)",9000,86
30,2020-01-03,Gurugram Neelkanth Trading Co.,12000,86,1200MC,PP Moulding (20 Mfi),IOCL,PP,Anand Poly Hub,12000,83
31,2020-01-03,Surat Dynamic Consumer Products Pvt Ltd,10000,91,J1005,LD Milk Pouch,RIL,LD,"Sandshell Trading DMCC (Dubai, UAE)",10000,88
32,2020-01-04,Nagpur Millennium Textiles Pvt Ltd,6000,87,222NP,PP Moulding (12 Mfi),Borough,PP,"Pearl Coast Polymers LLC (Dubai, UAE)",6000,84
33,2020-01-04,Mahadev Ahmedabad Electronics Pvt Ltd,8000,84,hkr102,PP Raffia,Sabic,PP,"Huanxin Petrochem Corp. (Xiamen, China)",8000,82
34,2020-01-04,Narmada WaterTech Pvt Ltd (Thane),6000,85,T03,PP Raffia,Oriential Energy,PP,Matrix Mumbai Exim,6000,83
35,2020-01-04,Arham Exim,14000,89,2130,LD Heavy Duty,Sasol,LD,Shubham Impex,14000,86
36,2020-01-04,Coimbatore Aristo Adhesives Pvt Ltd,12000,86,LD 955,LD Lamination,Hanwha,LD,Core Impex (Agra),12000,84
37,2020-01-04,Omkar Medical Devices Pvt Ltd (Vapi),13000,91,H110QS,PP TQ,Nayara,PP,Sai Trading Co.,13000,90
38,2020-01-04,Neelkanth Footwear Pvt Ltd (Panipat),9000,83,DF50,HD HM,IOCL,HM,"Pearl Coast Polymers LLC (Dubai, UAE)",9000,82
39,2020-01-04,Galaxy Polymers Medical Devices (Gurugram),7000,92,TR144,HD HM,Marlex / Lotrene,HM,Noida Mahadev Polymart,7000,89
40,2020-01-04,Neelkanth Buildtech Pvt Ltd (Hyderabad),10000,84,4025ZN,LD GP,Sabic,LD,Stellar Polychemicals (Daman),10000,83
41,2020-01-04,Coimbatore Aristo Adhesives Pvt Ltd,6000,87,1060MG,PP Moulding (6 Mfi),IOCL,PP,"Palm Vista Trading DMCC (Dubai, UAE)",6000,86
42,2020-01-04,Nagpur Vindhya Packaging Pvt Ltd,14000,80,5831D,HD Blow Moulding,Basell,HD,Kanpur Kaveri Petrochem,14000,79
43,2020-01-04,Capital Furniture Pvt Ltd (Hyderabad),13000,84,PS330,HIPS,Sabic,HIPS,Radiant Impex,13000,83
44,2020-01-04,Urban Sports Goods Pvt Ltd (Bengaluru),12000,89,SC201LVLT,GPPS,Supreme,GPPS,Galaxy Chemplast (Mysuru),12000,88
45,2020-01-04,Navkar Gurugram Medical Devices Pvt Ltd,14000,89,52518,HD Injection Moulding,Iran,HD,Sigma Poly Hub (Meerut),14000,87
46,2020-01-05,Krishna Films & Sheets Pvt Ltd (Vapi),6000,82,HC116FB,PP Raffia,Borough,PP,Ganga Chemplast (Surat),6000,81
47,2020-01-05,Anand Polymers Textiles (Pune),8000,85,5410,HD Raffia,Opal,HD,"Pearl Coast Exim DMCC (Dubai, UAE)",8000,83
48,2020-01-05,Triveni Petrochem,9000,84,HTA001,HD Film,Exxon,HD,Matrix Polytrade,9000,83
49,2020-01-05,Haridwar Galaxy Polymart,9000,82,F0218L,LL 2 Mfi Non-Slip,HMEL,LL,Sigma Mysuru Commodities,9000,81
50,2020-01-05,Bengaluru Godavari Automotive Components Pvt Ltd,7000,87,DF50,HD HM,IOCL,HM,Infinity Polychemicals (Pune),7000,85
51,2020-01-05,Aravali Coimbatore Films & Sheets Pvt Ltd,10000,81,F18010,LL 1 Mfi Non-Slip,RIL,LL,Dahej Core Polymers,10000,80
52,2020-01-05,Urban Faridabad Medical Devices Pvt Ltd,12000,86,SH731,HIPS,Supreme,HIPS,Thane Aristo Poly Hub,12000,85
53,2020-01-05,Core Polymers Textiles (Noida),10000,84,HD150W,ABS,Lotte,ABS,"GoldRiver Materials Trading Co. (Tianjin, China)",10000,82
54,2020-01-05,Vapi Nexus Housewares Pvt Ltd,12000,84,ABS 920,ABS,Styrenics / Stryolution / BASF,ABS,"GoldRiver Materials Trading Co. (Tianjin, China)",12000,81
55,2020-01-05,Dahej Vindhya Films & Sheets Pvt Ltd,6000,88,FE3000,LD Heavy Duty,Lotrene,LD,Zenith Udaipur Exim,6000,85
56,2020-01-05,Kochi Stellar Textiles Pvt Ltd,8000,83,012T,PP Moulding (12 Mfi),MRPL,PP,"Jinlong Petrochem Corp. (Ningbo, China)",8000,80
57,2020-01-05,Pioneer Polymers Housewares (Mangaluru),10000,89,T3804,LL Roto Moulding,Opal,LL,Vector Coimbatore Polymers,10000,86
58,2020-01-05,Navneet Housewares Pvt Ltd (Rajkot),10000,83,C7100,LD Lamination,APC,LD,Navneet Vasai Polymer Traders,10000,80
59,2020-01-05,Bharat WaterTech Pvt Ltd (Kandla),11000,88,hkr102,PP Raffia,Sabic,PP,Ludhiana Tirupati Poly Hub,11000,86
60,2020-01-05,Core Polymers Textiles (Noida),8000,85,TR131,HD HM,Marlex,HM,Vadodara Urban Poly Solutions,8000,84
61,2020-01-06,Pristine Vadodara Impex,12000,83,2420E02,LD 2 Mfi Non-Slip,BPC,LL,Galaxy Chemplast (Mysuru),12000,81
62,2020-01-06,Mangalam Navi Mumbai Electricals Pvt Ltd,8000,86,7047,LL 1 Mfi Non-Slip,Luban,LL,Navneet Trading Co.,8000,83
63,2020-01-06,Mumbai Allied Buildtech Pvt Ltd,6000,81,1110MG,PP Moulding (11 Mfi),IOCL,PP,Orbit Poly Hub,6000,79
64,2020-01-06,Bengaluru Godavari Automotive Components Pvt Ltd,7000,85,5230,LD Heavy Duty,Borough,LD,Kanpur Kaveri Petrochem,7000,82
65,2020-01-06,Apex Indore Sports Goods Pvt Ltd,6000,83,M0861S,HD Injection Moulding (8 mfi),HMEL,HD,Ghaziabad Bharat Polytrade,6000,80
66,2020-01-06,Beacon WaterTech Pvt Ltd (Vapi),7000,90,TR144,HD HM,Marlex / Lotrene,HM,"Palm Vista Polymers LLC (Dubai, UAE)",7000,88
67,2020-01-06,Navkar Bhiwandi Electricals Pvt Ltd,13000,82,JF19010,LL 1 Mfi Slip,RIL,LL,"Pearl Coast Exim DMCC (Dubai, UAE)",13000,80
68,2020-01-06,Millennium Polymers Sports Goods (Dahej),9000,82,SH03,HIPS,Supreme,HIPS,Hyderabad Bluewave Poly Solutions,9000,79
69,2020-01-06,Devika Polymers Coatings (Jalandhar),10000,84,F02020,LL 2 Mfi Non-Slip,HPCL,LL,Urban Polychem (Jodhpur),10000,83
70,2020-01-06,Pristine Polymers Renewables (Bhubaneswar),10000,83,K222D,Nylon,Akulon,Nylon,"Jumeirah Crest Petrochem DMCC (Dubai, UAE)",10000,81
71,2020-01-06,Nagpur Millennium Textiles Pvt Ltd,15000,83,204000,LD Lamination,Basell,LD,Shreenath Plastics,15000,80
72,2020-01-06,Heritage Vapi Furniture Pvt Ltd,14000,86,168MO,PP Moulding (10 Mfi),Borough,PP,"Palm Vista Trading DMCC (Dubai, UAE)",14000,83
73,2020-01-07,Momentum Kanpur Housewares Pvt Ltd,6000,86,118WJ,LL 1 Mfi Slip,Sabic,LL,Panipat Sunbeam Polychemicals,6000,83
74,2020-01-07,Gurugram Neelkanth Trading Co.,12000,88,204000,LD Lamination,Basell,LD,Sai Lucknow Polymer Traders,12000,86
75,2020-01-07,Meerut Stellar Pharma Packaging Pvt Ltd,12000,84,5230,LD Heavy Duty,Borough,LD,Zenith Polymers (Ghaziabad),12000,83
76,2020-01-07,Pristine Vadodara Impex,12000,77,1969,LD Lamination,Sasol,LD,Cityline Poly Solutions,12000,74
77,2020-01-07,Radiant Kochi Renewables Pvt Ltd,13000,89,GRPLON30GF,30% Glass Filled Nylon,GRP,Nylon,"Marina Gate Polymers LLC (Dubai, UAE)",13000,86
78,2020-01-07,Rajhans Polymers Coatings (Delhi),12000,83,7080,LL 1 Mfi Slip,Luban,LL,Pristine Vadodara Impex,12000,80
79,2020-01-07,Sigma Polychemicals (Meerut),12000,85,2103,LD Lamination,Sasol,LD,Galaxy Petrochem (Ankleshwar),12000,83
80,2020-01-07,Urban Faridabad Medical Devices Pvt Ltd,12000,87,E0725L,LL Lamination,HMEL,LL,Urban Polymart,12000,84
81,2020-01-07,Narmada Buildtech Pvt Ltd (Noida),9000,79,T9,HD Raffia,Haldia,HD,Tapti Kochi Petrochem,9000,77
82,2020-01-07,Matrix Polymers Cables (Hyderabad),17000,86,T3804,LL Roto Moulding,Opal,LL,Allied Trading Co.,17000,83
83,2020-01-08,Capital Aurangabad Packagers Pvt Ltd,12000,83,ABS 920,ABS,Styrenics / Stryolution / BASF,ABS,"Palm Vista Trading DMCC (Dubai, UAE)",12000,80
84,2020-01-08,Urban Faridabad Medical Devices Pvt Ltd,11000,86,F0218L,LL 2 Mfi Non-Slip,HMEL,LL,"GoldRiver Materials Trading Co. (Tianjin, China)",11000,83
85,2020-01-08,Umiya Faridabad Footwear Pvt Ltd,12000,82,NH120IG,PP Moulding NP (20 Mfi),Nayara,PP,Hyderabad Bluewave Poly Solutions,12000,79
86,2020-01-08,Pristine Vadodara Impex,10000,83,GRPLON30GF,30% Glass Filled Nylon,GRP,Nylon,"Palm Vista Polymers LLC (Dubai, UAE)",10000,80
87,2020-01-08,Sigma Polychemicals (Meerut),13000,87,NH120IG,PP Moulding NP (20 Mfi),Nayara,PP,Umiya Petrochem (Gurugram),13000,85
88,2020-01-08,Capital Polymers Furniture (Thane),13000,81,DF50,HD HM,IOCL,HM,Shreenath Plastics,13000,79
89,2020-01-08,Narmada Buildtech Pvt Ltd (Noida),13000,81,AGILON35GF,35% Glass Filled Nylon,GRP,Nylon,"Falaj Trading DMCC (Dubai, UAE)",13000,79
90,2020-01-08,Silvassa Stride 3D Printing Pvt Ltd,8000,88,2221D,LD Heavy Duty,Basell,LD,"Palm Vista Polymers LLC (Dubai, UAE)",8000,85
91,2020-01-08,Ghaziabad Infinity Toys Pvt Ltd,10000,88,5410,HD Raffia,Opal,HD,"DragonGate Materials Trading Co. (Shanghai, China)",10000,85
92,2020-01-08,Heritage Chennai Adhesives Pvt Ltd,7000,80,T03,PP Raffia,Oriential Energy,PP,Galaxy Chemplast (Mysuru),7000,79
93,2020-01-08,Neelkanth Buildtech Pvt Ltd (Hyderabad),10000,78,SRX100,PPCP,RIL,PP,"GreatWall Plastics Co., Ltd. (Shanghai, China)",10000,75
94,2020-01-08,Konark Footwear Pvt Ltd (Pithampur),14000,83,2427F,LD Milk Pouch,Basell,LD,Vadodara Infinity Commodities,14000,80
95,2020-01-08,Nagpur Vindhya Packaging Pvt Ltd,10000,90,R03RR,PP Raffia,HMEL,PP,"Pearl Coast Exim DMCC (Dubai, UAE)",10000,87
96,2020-01-08,Pioneer Polymers Housewares (Mangaluru),6000,80,1820,LL 2 Mfi Non-Slip,Basell,LL,Navneet Polychemicals,6000,78
97,2020-01-08,Pristine Polymers Renewables (Bhubaneswar),7000,85,M312,PP Moulding (12 Mfi),Haldia,PP,"Jumeirah Crest Petrochem DMCC (Dubai, UAE)",7000,83
98,2020-01-09,Capital Aurangabad Packagers Pvt Ltd,11000,90,TR144,HD HM,Marlex / Lotrene,HM,Vector Coimbatore Polymers,11000,89
99,2020-01-09,Prime Renewables Pvt Ltd (Delhi),6000,81,H030TN,PP Thermoforming,Nayara,PP,Panipat Sunbeam Polychemicals,6000,79
100,2020-01-09,Navi Mumbai Unity Renewables Pvt Ltd,12000,84,F46003,HD Film,RIL,HD,"Jumeirah Crest Petrochem DMCC (Dubai, UAE)",12000,83
101,2020-01-09,Kandla Crystal Plastics,14000,92,H036RG,PP Raffia,Nayara,PP,"Palm Vista Trading DMCC (Dubai, UAE)",14000,89
102,2020-01-09,Allied Jaipur Packagers Pvt Ltd,12000,92,6097,HD HM,Luban,HM,Anand Exim,12000,89
103,2020-01-09,Cityline Poly Solutions,13000,87,AGILON35GF,35% Glass Filled Nylon,GRP,Nylon,"SilverPanda Materials Trading Co. (Qingdao, China)",13000,86
104,2020-01-09,Siddhi Polymers Housewares (Kanpur),7000,93,F18010,LL 1 Mfi Non-Slip,RIL,LL,Neelkanth Petrochem (Ankleshwar),7000,91
105,2020-01-09,Siddhi Pipes & Fittings Pvt Ltd (Ghaziabad),7000,84,F0148D,HD Medium Blow Moulding,HMEL,HD,Galaxy Surat Polychemicals,7000,81
106,2020-01-09,Mangalam Navi Mumbai Electricals Pvt Ltd,11000,89,P700J,PP Moulding (12 Mfi),SCG Chemcials,PP,Zenith Udaipur Exim,11000,87
107,2020-01-09,Faridabad Bluewave Chemplast,8000,82,861N,GPPS,Taita,GPPS,Hiral Polychem (Durgapur),8000,81
108,2020-01-10,Infinity Ahmedabad Consumer Products Pvt Ltd,12000,80,6230,LD 2 Mfi Non-Slip,Borough,LD,Velocity Thane Plastics,12000,79
109,2020-01-10,Zenith Polymers Automotive Components (Noida),8000,82,B5004 / B6003,HD Blow Moulding,Opal,HD,"Lianhua Plastics Co., Ltd. (Shanghai, China)",8000,80
110,2020-01-10,Capital Aurangabad Packagers Pvt Ltd,7000,84,J1005,LD Milk Pouch,RIL,LD,"Pearl Coast Exim DMCC (Dubai, UAE)",7000,83
111,2020-01-10,Millennium Polymers Sports Goods (Dahej),14000,87,LD002,LD Heavy Duty,RIL,LD,"DragonGate Materials Trading Co. (Shanghai, China)",14000,86
112,2020-01-10,Vapi Nexus Housewares Pvt Ltd,12000,85,1200MC,PP Moulding (20 Mfi),IOCL,PP,Shakti Kandla Commodities,12000,83
113,2020-01-10,Neelkanth Buildtech Pvt Ltd (Hyderabad),10000,72,456J,PP Raffia,Basell,PP,"Jumeirah Crest Petrochem DMCC (Dubai, UAE)",10000,70
114,2020-01-10,Tirupati Sports Goods Pvt Ltd (Silvassa),12000,85,2427K,LD GP,Basell,LD,"GoldRiver Materials Trading Co. (Tianjin, China)",12000,82
115,2020-01-10,Desi Polymers Adhesives (Mumbai),18000,86,2130,LD Heavy Duty,Sasol,LD,Allied Trading Co.,18000,84
116,2020-01-10,Neelkanth Medical Devices Pvt Ltd (Nashik),10000,81,F2001S,LL 1 Mfi Slip,Opal,LL,"BlueCrane Petrochem Corp. (Ningbo, China)",10000,78
117,2020-01-10,Galaxy Polymers Medical Devices (Gurugram),10000,83,B52A003,HD Blow Moulding,Gail,HD,"Marina Gate Polymers LLC (Dubai, UAE)",10000,80
118,2020-01-10,Aristo Ludhiana Stationery Pvt Ltd,11000,84,Q1018H,LL 1 Mfi Slip,Lotrene,LL,Mumbai Pacific Polymer Traders,11000,83
119,2020-01-11,Infinity Vasai Toys Pvt Ltd,11000,89,SH731,HIPS,Supreme,HIPS,Kandla Crystal Plastics,11000,87
120,2020-01-11,Infinity Ahmedabad Consumer Products Pvt Ltd,14000,86,1013NW8,Nylon,UBE,Nylon,Kandla Crystal Plastics,14000,85
121,2020-01-11,Navkar Bhiwandi Electricals Pvt Ltd,8000,87,NH120IG,PP Moulding NP (20 Mfi),Nayara,PP,Cityline Trading Co.,8000,86
122,2020-01-11,Capital Furniture Pvt Ltd (Hyderabad),11000,86,T3804,LL Roto Moulding,Opal,LL,"Jinlong Petrochem Corp. (Ningbo, China)",11000,85
123,2020-01-11,Matrix 3D Printing Pvt Ltd (Pithampur),10000,87,AGILON35GF,35% Glass Filled Nylon,GRP,Nylon,"Palm Vista Trading DMCC (Dubai, UAE)",10000,86
124,2020-01-11,Ludhiana Millennium Stationery Pvt Ltd,10000,82,MI45,ABS,Bhansali Engineering,ABS,Lucknow Narmada Plastics,10000,81
125,2020-01-11,Reliable 3D Printing Pvt Ltd (Rajkot),6000,87,7042,LL 2 Mfi Non-Slip,Luban,LL,Core Impex (Agra),6000,86
126,2020-01-11,Triveni Petrochem,9000,79,6400,HD Blow Moulding,Luban,HD,"Lianhua Plastics Co., Ltd. (Shanghai, China)",9000,76
127,2020-01-11,Momentum Footwear Pvt Ltd (Delhi),6000,83,hkr102,PP Raffia,Sabic,PP,Sai Trading Co.,6000,82
128,2020-01-11,Pristine Polymers Renewables (Bhubaneswar),10000,86,PP 500,PP Raffia,Sabic,PP,"Marina Gate Polymers LLC (Dubai, UAE)",10000,85
129,2020-01-11,Umiya Faridabad Footwear Pvt Ltd,9000,80,J1020FF20,LD 2 Mfi Non-Slip,RIL,LD,Devika Polytrade (Ahmedabad),9000,77
130,2020-01-11,Cityline Poly Solutions,14000,87,7080,LL 1 Mfi Slip,Luban,LL,"Palm Vista Polymers LLC (Dubai, UAE)",14000,86
131,2020-01-12,Kaveri Gurugram Petrochem,6000,85,E52009,HD Raffia,RIL,HD,"Jinlong Petrochem Corp. (Ningbo, China)",6000,84
132,2020-01-12,Triveni Polymers 3D Printing (Hyderabad),11000,87,E52009,HD Raffia,RIL,HD,Anand Commodities (Mysuru),11000,84
133,2020-01-12,Core Polymers Textiles (Noida),10000,84,4080,PPCP (8 MFI),IOCL,PP,Vindhya Petrochem,10000,83
134,2020-01-12,Infinity Ahmedabad Consumer Products Pvt Ltd,6000,95,0209AA,LL 1 Mfi Non-Slip,Iran,LL,"Shengda Materials Trading Co. (Ningbo, China)",6000,94
135,2020-01-12,Pristine Vadodara Impex,12000,84,M307,PP Moulding (7 Mfi),Haldia,PP,"Huanxin Petrochem Corp. (Xiamen, China)",12000,82
136,2020-01-12,Mahadev Lucknow Agro Plast Pvt Ltd,11000,95,H036RG,PP Raffia,Nayara,PP,Unity Petrochem,11000,93
137,2020-01-12,Siddhi Polymers Housewares (Kanpur),9000,86,50MA180,HD Injection Moulding,RIL,HD,Crescent Exim (Mangaluru),9000,83
138,2020-01-12,Desi Polymers Textiles (Udaipur),13000,85,SH300,HIPS,Supreme,HIPS,"BlueCrane Petrochem Corp. (Ningbo, China)",13000,83
139,2020-01-12,Beacon Vadodara Coatings Pvt Ltd,11000,87,SC203TR,GPPS,Supreme,GPPS,Matrix Coimbatore Exim,11000,84
140,2020-01-12,Silvassa Stride 3D Printing Pvt Ltd,9000,85,7050,LL 2 Mfi Slip,Luban,LL,"Pearl Coast Exim DMCC (Dubai, UAE)",9000,84
141,2020-01-12,Vapi Nexus Housewares Pvt Ltd,12000,88,1400MN,PP Moulding (40 Mfi),IOCL,PP,"GreatWall Plastics Co., Ltd. (Shanghai, China)",12000,87
142,2020-01-12,Krishna Sports Goods Pvt Ltd (Ahmedabad),6000,87,Grade 1,PP Moulding,Basell,PP,Infinity Poly Solutions,6000,85
143,2020-01-13,Gurugram Tapti Consumer Products Pvt Ltd,11000,85,F0118L,LL 1 Mfi Non-Slip,HMEL,LL,"Shengda Materials Trading Co. (Ningbo, China)",11000,84
144,2020-01-13,Paramount Polymers Medical Devices (Meerut),7000,95,265MO,PPCP (7 Mfi),Borough,PP,Triveni Petrochem,7000,93
145,2020-01-13,Sunrise Textiles Pvt Ltd (Kolkata),8000,86,2221D,LD Heavy Duty,Basell,LD,Arham Exim,8000,83
146,2020-01-13,Bengaluru Godavari Automotive Components Pvt Ltd,6000,83,R03RR,PP Raffia,HMEL,PP,Anand Commodities (Mysuru),6000,81
147,2020-01-13,Nagpur Vindhya Packaging Pvt Ltd,8000,91,SC203TR,GPPS,Supreme,GPPS,Mangalam Polytrade (Ludhiana),8000,89
148,2020-01-13,Omkar Furniture Pvt Ltd (Thane),10000,85,Lotrene 0710,LD Lamination,Lotrene,LD,Urban Polytrade (Vasai),10000,84
149,2020-01-13,Konark Footwear Pvt Ltd (Pithampur),6000,86,JF19010,LL 1 Mfi Slip,RIL,LL,Thane Aristo Poly Hub,6000,85
150,2020-01-13,Ghaziabad Sunbeam Automotive Components Pvt Ltd,8000,87,4080,PPCP (8 MFI),IOCL,PP,Surat Navneet Petrochem,8000,84
151,2020-01-13,Beacon Vadodara Coatings Pvt Ltd,13000,92,FU5100 / M7100,HD Film,Lotte,HD,Lucknow Narmada Plastics,13000,89
152,2020-01-13,Crystal Thane Packagers Pvt Ltd,6000,86,HY035R,PP Lamination,MRPL,PP,"Palm Vista Trading DMCC (Dubai, UAE)",6000,84
153,2020-01-13,Radiant Polymers Automotive Components (Agra),6000,86,2221D,LD Heavy Duty,Basell,LD,"Desert Dunes Petrochem DMCC (Dubai, UAE)",6000,83
154,2020-01-13,Prime Renewables Pvt Ltd (Meerut),9000,84,2100N,PP Moulding (12 Mfi),Luban,PP,Everest Poly Hub (Navi Mumbai),9000,81
155,2020-01-13,Rajhans Silvassa Commodities,11000,83,H030SG,PP Raffia,RIL,PP,Bhiwandi Rajhans Polymers,11000,81
156,2020-01-13,Heritage Polymers Electronics (Jaipur),8000,83,1200MC,PP Moulding (20 Mfi),IOCL,PP,"Palm Vista Trading DMCC (Dubai, UAE)",8000,81
157,2020-01-13,Hiral Electronics Pvt Ltd (Haridwar),6000,84,GRPLON30GF,30% Glass Filled Nylon,GRP,Nylon,"Jinlong Petrochem Corp. (Ningbo, China)",6000,83
158,2020-01-14,Stride Agra 3D Printing Pvt Ltd,9000,86,H050MN,PP Thermoforming,RIL,PP,"Pearl Coast Exim DMCC (Dubai, UAE)",9000,83
159,2020-01-14,Aravali Chennai Toys Pvt Ltd,13000,86,1100N,PP Moulding (12 Mfi),AAPC,PP,"Pearl Coast Exim DMCC (Dubai, UAE)",13000,83
160,2020-01-14,Sunrise Textiles Pvt Ltd (Kolkata),10000,85,4080,PPCP (8 MFI),IOCL,PP,Shakti Chemplast (Navi Mumbai),10000,83
161,2020-01-14,Kaveri Polymers Automotive Components (Chennai),11000,82,EVA 2518,EVA 18%,Sipchem,EVA,Sunbeam Ghaziabad Petrochem,11000,79
162,2020-01-14,Paramount Polymers Medical Devices (Meerut),9000,83,H110QS,PP TQ,Nayara,PP,Arham Exim,9000,81
163,2020-01-14,Siddhi Polymers Housewares (Kanpur),12000,88,AM120N,PP Moulding (12 Mfi),RIL,PP,Aristo Kochi Polytrade,12000,86
164,2020-01-14,Devika Footwear Pvt Ltd (Silvassa),11000,81,SH731,HIPS,Supreme,HIPS,"Palm Vista Polymers LLC (Dubai, UAE)",11000,80
165,2020-01-14,Reliable 3D Printing Pvt Ltd (Rajkot),6000,93,B5004 / B6003,HD Blow Moulding,Opal,HD,Sigma Mysuru Commodities,6000,90
166,2020-01-14,Siddhi Polymers Recyclers (Mangaluru),13000,88,DF50,HD HM,IOCL,HM,"Marina Gate Polymers LLC (Dubai, UAE)",13000,85
167,2020-01-14,Sunrise Textiles Pvt Ltd (Kolkata),12000,87,HD150W,ABS,Lotte,ABS,"GoldRiver Materials Trading Co. (Tianjin, China)",12000,84
168,2020-01-14,Sigma Polychemicals (Meerut),10000,86,7050,LL 2 Mfi Slip,Luban,LL,Urban Polytrade (Vasai),10000,85
169,2020-01-14,Kandla Umiya Renewables Pvt Ltd,16000,77,P700J,PP Moulding (12 Mfi),SCG Chemcials,PP,"Huanxin Petrochem Corp. (Xiamen, China)",16000,76
170,2020-01-14,Everest Poly Hub (Navi Mumbai),10000,86,E24065,LL Lamination,RIL,LL,Vector Coimbatore Polymers,10000,83
