SrNo,Date,Sale Party,Quantity Sold,Sale Rate,Product,Grade,Company,Specific Grade,Purchase Party,Quantity Purchased,Purchase Rate
10070,2022-03-18,Meerut Krishna 3D Printing Pvt Ltd,12000,107,P700J,PP Moulding (12 Mfi),SCG Chemcials,PP,"SilverPanda Materials Trading Co. (Qingdao, China)",12000,105
10071,2022-03-18,Rajhans Polymers Coatings (Delhi),10000,98,GRPLON30GF,30% Glass Filled Nylon,GRP,Nylon,Pristine Vadodara Impex,10000,96
10072,2022-03-18,Paramount Polymers Medical Devices (Meerut),12000,110,SH450,HIPS,Supreme,HIPS,"BlueCrane Petrochem Corp. (Ningbo, China)",12000,109
10073,2022-03-18,Devika Panipat Stationery Pvt Ltd,12000,99,851,HD HM,Sabic,HM,Shakti Kandla Commodities,12000,98
10074,2022-03-18,Faridabad Siddhi Polymer Traders,17000,104,F0118L,LL 1 Mfi Non-Slip,HMEL,LL,Vector Coimbatore Polymers,17000,101
10075,2022-03-18,Infinity Ahmedabad Consumer Products Pvt Ltd,13000,100,7042,LL 2 Mfi Non-Slip,Luban,LL,Sunbeam Udaipur Plastics,13000,97
10076,2022-03-18,Kandla Umiya Renewables Pvt Ltd,6000,105,17450,HD Injection Moulding (18 mfi),Dow,HD,"Huanxin Petrochem Corp. (Xiamen, China)",6000,102
10077,2022-03-18,Crescent Exim (Mangaluru),13000,99,GRPLON30GF,30% Glass Filled Nylon,GRP,Nylon,Stellar Cuttack Commodities,13000,97
10078,2022-03-18,Urban Automotive Components Pvt Ltd (Howrah),11000,105,50MA180,HD Injection Moulding,RIL,HD,Pristine Vadodara Impex,11000,103
10079,2022-03-18,Zenith Polymers Stationery (Haridwar),8000,106,1350EG,PP Extrusion (35 Mfi),IOCL,PP,Kanha Exim,8000,103
10080,2022-03-19,Ghaziabad Infinity Toys Pvt Ltd,12000,104,1100N,PP Moulding (12 Mfi),AAPC,PP,Bluewave Polychemicals,12000,103
10081,2022-03-19,Vertex Polymers Electronics (Lucknow),12000,103,F18010,LL 1 Mfi Non-Slip,RIL,LL,Navkar Exim (Bengaluru),12000,102
10082,2022-03-19,Ghaziabad Sunbeam Automotive Components Pvt Ltd,11000,97,LDU7915,LD Lamination,Tricolene,LD,Coimbatore Krishna Polymer Traders,11000,94
10083,2022-03-19,Anand Polymers Textiles (Pune),7000,103,R03RR,PP Raffia,HMEL,PP,Zenith Udaipur Exim,7000,100
10084,2022-03-19,Triveni Polymers 3D Printing (Hyderabad),11000,106,5502BN,HD Blow Moulding,Marlex,HD,Pune Omkar Polymers,11000,104
10085,2022-03-19,Narmada Buildtech Pvt Ltd (Noida),8000,109,FE3000,LD Heavy Duty,Lotrene,LD,"Pearl Coast Polymers LLC (Dubai, UAE)",8000,108
10086,2022-03-19,Rajhans Silvassa Commodities,11000,101,861N,GPPS,Taita,GPPS,Anand Commodities (Mysuru),11000,98
10087,2022-03-19,Kaveri Gurugram Petrochem,11000,99,B55,HD MBM,Gail,HD,"DragonGate Materials Trading Co. (Shanghai, China)",11000,98
10088,2022-03-19,Beacon WaterTech Pvt Ltd (Vapi),8000,111,1969,LD Lamination,Sasol,LD,Mumbai Pacific Polymer Traders,8000,109
10089,2022-03-19,Jaipur Shubham Housewares Pvt Ltd,7000,106,H036RG,PP Raffia,Nayara,PP,Vadodara Urban Poly Solutions,7000,104
10090,2022-03-19,Gurugram Tapti Consumer Products Pvt Ltd,7000,103,F02020,LL 2 Mfi Non-Slip,HPCL,LL,Apex Impex (Cuttack),7000,102
10091,2022-03-20,Allied Aurangabad WaterTech Pvt Ltd,12000,105,F01019S,LL 1 Mfi Slip,HPCL,LL,"Lianhua Plastics Co., Ltd. (Shanghai, China)",12000,104
10092,2022-03-20,Ankleshwar Prime Housewares Pvt Ltd,12000,103,PS330,HIPS,Sabic,HIPS,"Huaxin Polychem Co., Ltd. (Tianjin, China)",12000,102
10093,2022-03-20,Udaipur Narmada Polychem,18000,102,1350EG,PP Extrusion (35 Mfi),IOCL,PP,Crescent Exim (Mangaluru),18000,101
10094,2022-03-20,Siddhi Polymers Housewares (Kanpur),13000,109,LB7000,LD Lamination,LG,LD,Kanha Exim,13000,106
10095,2022-03-20,Reliable Delhi Adhesives Pvt Ltd,10000,101,LD002,LD Heavy Duty,RIL,LD,Arham Exim,10000,99
10096,2022-03-20,Siddhi Pipes & Fittings Pvt Ltd (Ghaziabad),10000,104,020F18A,LL 2 Mfi Non-Slip,Opal,LL,Devika Gurugram Petrochem,10000,102
10097,2022-03-20,Ludhiana Millennium Stationery Pvt Ltd,12000,108,265MO,PPCP (7 Mfi),Borough,PP,"GoldRiver Materials Trading Co. (Tianjin, China)",12000,105
10098,2022-03-20,Mangaluru Velocity Recyclers Pvt Ltd,15000,107,EC7000,LD Lamination,Dow,LD,Everest Poly Hub (Navi Mumbai),15000,104
10099,2022-03-20,Kochi Stellar Textiles Pvt Ltd,16000,105,2420E02,LD 2 Mfi Non-Slip,BPC,LL,Reliable Polytrade (Tiruppur),16000,103
10100,2022-03-20,Millennium Polymers Sports Goods (Dahej),10000,104,851,HD HM,Sabic,HM,"Marina Gate Polymers LLC (Dubai, UAE)",10000,102
10101,2022-03-20,Momentum Thane Electronics Pvt Ltd,13000,105,I56a200,HD Injection Moulding,Gail,HD,Stellar Polychemicals (Daman),13000,104
10102,2022-03-21,Pristine Polymers Renewables (Bhubaneswar),11000,110,118NJ,LL 1 Mfi Non-Slip,Sabic,LL,"Jinlong Petrochem Corp. (Ningbo, China)",11000,107
10103,2022-03-21,Vertex Moulders Pvt Ltd (Jodhpur),8000,105,F02020,LL 2 Mfi Non-Slip,HPCL,LL,Shubham Commodities,8000,103
10104,2022-03-21,Rajhans Mysuru Furniture Pvt Ltd,12000,97,1100N,PP Moulding (12 Mfi),AAPC,PP,"Huaxin Polychem Co., Ltd. (Tianjin, China)",12000,96
10105,2022-03-21,Sagar Polymers Buildtech (Secunderabad),12000,107,1110MAS,PP Moulding (11 Mfi),IOCL,PP,"Palm Vista Polymers LLC (Dubai, UAE)",12000,106
10106,2022-03-21,Nagpur Vindhya Packaging Pvt Ltd,13000,110,F2001A,LL 1 Mfi Non-Slip,Opal,LL,Shree Polymers (Vapi),13000,107
10107,2022-03-21,Urban Faridabad Medical Devices Pvt Ltd,16000,104,F18010,LL 1 Mfi Non-Slip,RIL,LL,Reliable Polytrade,16000,101
10108,2022-03-21,Core Polymers Textiles (Noida),8000,110,L705,LD Lamination,Sumitomo,LD,"Huanxin Petrochem Corp. (Xiamen, China)",8000,107
10109,2022-03-21,Meerut Krishna 3D Printing Pvt Ltd,9000,102,2106N,PP Moulding (12 Mfi),Luban,PP,"BlueCrane Petrochem Corp. (Ningbo, China)",9000,101
10110,2022-03-21,Agra Vindhya Sports Goods Pvt Ltd,13000,106,HNR100,PP Moulding,Sasol,PP,"GoldRiver Materials Trading Co. (Tianjin, China)",13000,104
10111,2022-03-21,Gurugram Tapti Consumer Products Pvt Ltd,11000,102,17450,HD Injection Moulding (18 mfi),Dow,HD,Panipat Sunbeam Polychemicals,11000,101
10112,2022-03-21,Bluewave Adhesives Pvt Ltd (Silvassa),13000,103,HNR100,PP Moulding,Sasol,PP,Kanpur Kaveri Petrochem,13000,100
10113,2022-03-21,Galaxy Secunderabad Moulders Pvt Ltd,8000,104,J1020FF20,LD 2 Mfi Non-Slip,RIL,LD,Anand Poly Hub,8000,103
10114,2022-03-21,Haridwar Galaxy Polymart,7000,103,H050MN,PP Thermoforming,RIL,PP,Orbit Polychemicals (Cuttack),7000,102
10115,2022-03-21,Stride Polymers Textiles (Gurugram),16000,109,Grade 1,PP Moulding,Basell,PP,"Huaxin Polychem Co., Ltd. (Tianjin, China)",16000,108
10116,2022-03-22,Millennium Polymers Sports Goods (Dahej),13000,105,7047,LL 1 Mfi Non-Slip,Luban,LL,Infinity Polymart (Meerut),13000,104
10117,2022-03-22,Udaipur Narmada Polychem,9000,101,119ZJ,LL 1 Mfi Slip,Sabic,LL,Shakti Chemplast (Navi Mumbai),9000,98
10118,2022-03-22,Siddhi Polymers Recyclers (Mangaluru),12000,109,FU5100 / M7100,HD Film,Lotte,HD,Arham Poly Hub (Delhi),12000,108
10119,2022-03-22,Ganga Polymers Pipes & Fittings (Surat),9000,108,T3804,LL Roto Moulding,Opal,LL,Godavari Poly Solutions,9000,106
10120,2022-03-22,Neelkanth Buildtech Pvt Ltd (Hyderabad),17000,100,Marlex 030,PP Raffia,Marlex,PP,"GoldRiver Materials Trading Co. (Tianjin, China)",17000,98
10121,2022-03-22,Beacon Electricals Pvt Ltd (Hyderabad),13000,110,2050S,HD Injection Moulding (20 Mfi),HMEL,HD,Ganga Polymart,13000,108
10122,2022-03-22,Navneet Housewares Pvt Ltd (Rajkot),12000,103,F0146D,HD Film,HMEL,HD,Unity Petrochem,12000,100
10123,2022-03-22,Mangalam Navi Mumbai Electricals Pvt Ltd,11000,102,2221D,LD Heavy Duty,Basell,LD,Sigma Polychemicals (Meerut),11000,101
10124,2022-03-22,Galaxy Secunderabad Moulders Pvt Ltd,12000,104,6236,LD 2 Mfi Slip,Borough,LD,"GreatWall Plastics Co., Ltd. (Shanghai, China)",12000,101
10125,2022-03-22,Sahyadri Polymers Toys (Indore),15000,99,851,HD HM,Sabic,HM,Core Impex (Agra),15000,98
10126,2022-03-22,Mangaluru Velocity Recyclers Pvt Ltd,8000,111,1925,LL 2 Mfi Slip,Tasnee,LL,"SilverPanda Materials Trading Co. (Qingdao, China)",8000,108
10127,2022-03-22,Beacon Electricals Pvt Ltd (Hyderabad),12000,104,2427F,LD Milk Pouch,Basell,LD,"Sandshell Trading DMCC (Dubai, UAE)",12000,101
10128,2022-03-22,Vindhya Polymers Adhesives (Udaipur),8000,104,1110MAS,PP Moulding (11 Mfi),IOCL,PP,Urban Polychem (Jodhpur),8000,102
10129,2022-03-23,Sagar Polymers Buildtech (Secunderabad),6000,106,F0148D,HD Medium Blow Moulding,HMEL,HD,Reliable Plastics,6000,103
10130,2022-03-23,Prime Renewables Pvt Ltd (Meerut),16000,105,861N,GPPS,Taita,GPPS,Lucknow Beacon Trading Co.,16000,102
10131,2022-03-23,Devika Polymers Coatings (Jalandhar),9000,102,B52A003,HD Blow Moulding,Gail,HD,Tapti Kochi Petrochem,9000,100
10132,2022-03-23,Dynamic Polymart (Indore),14000,103,M60075,HD Injection Moulding,RIL,HD,Metro Polychemicals (Jodhpur),14000,100
10133,2022-03-23,Devika Polymers Coatings (Jalandhar),13000,107,MI45,ABS,Bhansali Engineering,ABS,Lucknow Narmada Plastics,13000,106
10134,2022-03-23,Sigma Polychemicals (Meerut),12000,105,020F18A,LL 2 Mfi Non-Slip,Opal,LL,Devika Polymers (Udaipur),12000,102
10135,2022-03-23,Gurugram Neelkanth Trading Co.,11000,100,0725n,LD Heavy Duty,Tasnee,LD,Galaxy Surat Polychemicals,11000,99
10136,2022-03-23,Beacon Recyclers Pvt Ltd (Vasai),12000,106,2130,LD Heavy Duty,Sasol,LD,Haridwar Galaxy Polymart,12000,104
10137,2022-03-23,Hiral Electronics Pvt Ltd (Haridwar),13000,106,Marlex 030,PP Raffia,Marlex,PP,Vindhya Petrochem,13000,103
10138,2022-03-23,Tirupati Sports Goods Pvt Ltd (Silvassa),6000,105,F0050D,HD HM,HMEL,HM,"DragonGate Materials Trading Co. (Shanghai, China)",6000,102
10139,2022-03-24,Stride Polymers Textiles (Gurugram),11000,106,5230,LD Heavy Duty,Borough,LD,Shreenath Plastics,11000,103
10140,2022-03-24,Konark Footwear Pvt Ltd (Pithampur),11000,102,7050,LL 2 Mfi Slip,Luban,LL,"Marina Gate Polymers LLC (Dubai, UAE)",11000,99
10141,2022-03-24,Narmada Buildtech Pvt Ltd (Noida),9000,106,012T,PP Moulding (12 Mfi),MRPL,PP,Aravali Trading Co.,9000,103
10142,2022-03-24,Neelkanth Buildtech Pvt Ltd (Hyderabad),10000,110,Marlex 030,PP Raffia,Marlex,PP,Vertex Exim,10000,107
10143,2022-03-24,Infinity Polymers 3D Printing (Mangaluru),12000,105,HM120A,PP Moulding (12 Mfi),HPCL,PP,"Pearl Coast Polymers LLC (Dubai, UAE)",12000,102
10144,2022-03-24,Omkar Furniture Pvt Ltd (Thane),16000,104,F0118L,LL 1 Mfi Non-Slip,HMEL,LL,Kanha Exim,16000,101
10145,2022-03-24,Kochi Stellar Textiles Pvt Ltd,13000,102,119ZJ,LL 1 Mfi Slip,Sabic,LL,"GoldRiver Materials Trading Co. (Tianjin, China)",13000,101
10146,2022-03-24,Sai Lucknow Polymer Traders,13000,105,M0861S,HD Injection Moulding (8 mfi),HMEL,HD,"Pearl Coast Polymers LLC (Dubai, UAE)",13000,103
10147,2022-03-24,Mahadev Ahmedabad Electronics Pvt Ltd,14000,108,4025ZN,LD GP,Sabic,LD,"GoldRiver Materials Trading Co. (Tianjin, China)",14000,107
10148,2022-03-24,Sunrise Textiles Pvt Ltd (Kolkata),11000,105,J1005,LD Milk Pouch,RIL,LD,"GoldRiver Materials Trading Co. (Tianjin, China)",11000,103
10149,2022-03-24,Konark Footwear Pvt Ltd (Pithampur),12000,104,F18S,LL 1 Mfi Slip,Gail,LL,"Jumeirah Crest Trading DMCC (Dubai, UAE)",12000,102
10150,2022-03-24,Stride Polymers Pharma Packaging (Faridabad),11000,107,ABS 920,ABS,Styrenics / Stryolution / BASF,ABS,Sigma Chemplast,11000,106
10151,2022-03-24,Velocity Agra Furniture Pvt Ltd,10000,104,M60075,HD Injection Moulding,RIL,HD,"Pearl Coast Polymers LLC (Dubai, UAE)",10000,102
10152,2022-03-24,Ghaziabad Sunbeam Automotive Components Pvt Ltd,10000,103,GRPLON30GF,30% Glass Filled Nylon,GRP,Nylon,"SilverPanda Materials Trading Co. (Qingdao, China)",10000,102
10153,2022-03-24,Indore Momentum Industrials Pvt Ltd,8000,94,3155,PP Lamination,Exxon,PP,Velocity Trading Co.,8000,92
10154,2022-03-25,Siddhi Polymers Housewares (Kanpur),10000,99,F0050D,HD HM,HMEL,HM,"Huaxin Polychem Co., Ltd. (Tianjin, China)",10000,96
10155,2022-03-25,Galaxy Pune Pipes & Fittings Pvt Ltd,7000,102,E24065,LL Lamination,RIL,LL,Rajhans Polychemicals,7000,100
10156,2022-03-25,Kochi Stellar Textiles Pvt Ltd,13000,101,HR003,PP Raffia,MRPL,PP,Beacon Cuttack Poly Hub,13000,99
10157,2022-03-25,Rajhans Mysuru Furniture Pvt Ltd,10000,106,Q1018H,LL 1 Mfi Slip,Lotrene,LL,"Jumeirah Crest Trading DMCC (Dubai, UAE)",10000,104
10158,2022-03-25,Aristo Ludhiana Stationery Pvt Ltd,10000,94,F0148D,HD Medium Blow Moulding,HMEL,HD,Navneet Polychemicals,10000,93
10159,2022-03-25,Sigma Polychemicals (Meerut),8000,103,C7100,LD Lamination,APC,LD,Dahej Aristo Polymart,8000,100
10160,2022-03-25,Kaveri Gurugram Petrochem,9000,103,332L,PPCP (7 MFI),Basell,PP,Anand Poly Hub,9000,102
10161,2022-03-25,Mangaluru Orbit Footwear Pvt Ltd,9000,104,EVA 2518,EVA 18%,Sipchem,EVA,Anand Commodities (Mysuru),9000,103
10162,2022-03-25,Meerut Stellar Pharma Packaging Pvt Ltd,9000,102,J1005,LD Milk Pouch,RIL,LD,"Sandshell Trading DMCC (Dubai, UAE)",9000,99
10163,2022-03-25,Gurugram Sunrise Industrials Pvt Ltd,6000,102,Ravago LL 1 Mfi slip,LL 1 Mfi Slip,Ravago,LL,Tapti Polytrade,6000,99
10164,2022-03-25,Haridwar Galaxy Polymart,10000,102,1110MG,PP Moulding (11 Mfi),IOCL,PP,Noida Mahadev Polymart,10000,101
10165,2022-03-25,Noida Mahadev Polymart,16000,106,52518,HD Injection Moulding,Iran,HD,Bharat Exim,16000,103
10166,2022-03-25,Bluewave Ankleshwar Electronics Pvt Ltd,12000,105,5831D,HD Blow Moulding,Basell,HD,"Pearl Coast Exim DMCC (Dubai, UAE)",12000,102
