SrNo,Date,Sale Party,Quantity Sold,Sale Rate,Product,Grade,Company,Specific Grade,Purchase Party,Quantity Purchased,Purchase Rate
53,05--01--2020,Core Polymers Textiles (Noida),10000,84,HD150W,ABS,Lotte,ABS,"GoldRiver Materials Trading Co. (Tianjin, China)",10000,82
54,05--01--2020,Vapi Nexus Housewares Pvt Ltd,12000,84,ABS 920,ABS,Styrenics / Stryolution / BASF,ABS,"GoldRiver Materials Trading Co. (Tianjin, China)",12000,81
55,05--01--2020,Dahej Vindhya Films & Sheets Pvt Ltd,6000,88,FE3000,LD Heavy Duty,Lotrene,LD,Zenith Udaipur Exim,6000,85
56,05--01--2020,Kochi Stellar Textiles Pvt Ltd,8000,83,012T,PP Moulding (12 Mfi),MRPL,PP,"Jinlong Petrochem Corp. (Ningbo, China)",8000,80
57,05--01--2020,Pioneer Polymers Housewares (Mangaluru),10000,89,T3804,LL Roto Moulding,Opal,LL,Vector Coimbatore Polymers,10000,86
58,05--01--2020,Navneet Housewares Pvt Ltd (Rajkot),10000,83,C7100,LD Lamination,APC,LD,Navneet Vasai Polymer Traders,10000,80
59,05--01--2020,Bharat WaterTech Pvt Ltd (Kandla),11000,88,hkr102,PP Raffia,Sabic,PP,Ludhiana Tirupati Poly Hub,11000,86
60,05--01--2020,Core Polymers Textiles (Noida),8000,85,TR131,HD HM,Marlex,HM,Vadodara Urban Poly Solutions,8000,84
61,06--01--2020,Pristine Vadodara Impex,12000,83,2420E02,LD 2 Mfi Non-Slip,BPC,LL,Galaxy Chemplast (Mysuru),12000,81
62,06--01--2020,Mangalam Navi Mumbai Electricals Pvt Ltd,8000,86,7047,LL 1 Mfi Non-Slip,Luban,LL,Navneet Trading Co.,8000,83
63,06--01--2020,Mumbai Allied Buildtech Pvt Ltd,6000,81,1110MG,PP Moulding (11 Mfi),IOCL,PP,Orbit Poly Hub,6000,79
64,06--01--2020,Bengaluru Godavari Automotive Components Pvt Ltd,7000,85,5230,LD Heavy Duty,Borough,LD,Kanpur Kaveri Petrochem,7000,82
65,06--01--2020,Apex Indore Sports Goods Pvt Ltd,6000,83,M0861S,HD Injection Moulding (8 mfi),HMEL,HD,Ghaziabad Bharat Polytrade,6000,80
66,06--01--2020,Beacon WaterTech Pvt Ltd (Vapi),7000,90,TR144,HD HM,Marlex / Lotrene,HM,"Palm Vista Polymers LLC (Dubai, UAE)",7000,88
67,06--01--2020,Navkar Bhiwandi Electricals Pvt Ltd,13000,82,JF19010,LL 1 Mfi Slip,RIL,LL,"Pearl Coast Exim DMCC (Dubai, UAE)",13000,80
68,06--01--2020,Millennium Polymers Sports Goods (Dahej),9000,82,SH03,HIPS,Supreme,HIPS,Hyderabad Bluewave Poly Solutions,9000,79
69,06--01--2020,Devika Polymers Coatings (Jalandhar),10000,84,F02020,LL 2 Mfi Non-Slip,HPCL,LL,Urban Polychem (Jodhpur),10000,83
70,06--01--2020,Pristine Polymers Renewables (Bhubaneswar),10000,83,K222D,Nylon,Akulon,Nylon,"Jumeirah Crest Petrochem DMCC (Dubai, UAE)",10000,81
71,06--01--2020,Nagpur Millennium Textiles Pvt Ltd,15000,83,204000,LD Lamination,Basell,LD,Shreenath Plastics,15000,80
72,06--01--2020,Heritage Vapi Furniture Pvt Ltd,14000,86,168MO,PP Moulding (10 Mfi),Borough,PP,"Palm Vista Trading DMCC (Dubai, UAE)",14000,83
73,07--01--2020,Momentum Kanpur Housewares Pvt Ltd,6000,86,118WJ,LL 1 Mfi Slip,Sabic,LL,Panipat Sunbeam Polychemicals,6000,83
74,07--01--2020,Gurugram Neelkanth Trading Co.,12000,88,204000,LD Lamination,Basell,LD,Sai Lucknow Polymer Traders,12000,86
75,07--01--2020,Meerut Stellar Pharma Packaging Pvt Ltd,12000,84,5230,LD Heavy Duty,Borough,LD,Zenith Polymers (Ghaziabad),12000,83
76,07--01--2020,Pristine Vadodara Impex,12000,77,1969,LD Lamination,Sasol,LD,Cityline Poly Solutions,12000,74
77,07--01--2020,Radiant Kochi Renewables Pvt Ltd,13000,89,GRPLON30GF,30% Glass Filled Nylon,GRP,Nylon,"Marina Gate Polymers LLC (Dubai, UAE)",13000,86
78,07--01--2020,Rajhans Polymers Coatings (Delhi),12000,83,7080,LL 1 Mfi Slip,Luban,LL,Pristine Vadodara Impex,12000,80
79,07--01--2020,Sigma Polychemicals (Meerut),12000,85,2103,LD Lamination,Sasol,LD,Galaxy Petrochem (Ankleshwar),12000,83
80,07--01--2020,Urban Faridabad Medical Devices Pvt Ltd,12000,87,E0725L,LL Lamination,HMEL,LL,Urban Polymart,12000,84
81,07--01--2020,Narmada Buildtech Pvt Ltd (Noida),9000,79,T9,HD Raffia,Haldia,HD,Tapti Kochi Petrochem,9000,77
82,07--01--2020,Matrix Polymers Cables (Hyderabad),17000,86,T3804,LL Roto Moulding,Opal,LL,Allied Trading Co.,17000,83
83,08--01--2020,Capital Aurangabad Packagers Pvt Ltd,12000,83,ABS 920,ABS,Styrenics / Stryolution / BASF,ABS,"Palm Vista Trading DMCC (Dubai, UAE)",12000,80
84,08--01--2020,Urban Faridabad Medical Devices Pvt Ltd,11000,86,F0218L,LL 2 Mfi Non-Slip,HMEL,LL,"GoldRiver Materials Trading Co. (Tianjin, China)",11000,83
85,08--01--2020,Umiya Faridabad Footwear Pvt Ltd,12000,82,NH120IG,PP Moulding NP (20 Mfi),Nayara,PP,Hyderabad Bluewave Poly Solutions,12000,79
86,08--01--2020,Pristine Vadodara Impex,10000,83,GRPLON30GF,30% Glass Filled Nylon,GRP,Nylon,"Palm Vista Polymers LLC (Dubai, UAE)",10000,80
87,08--01--2020,Sigma Polychemicals (Meerut),13000,87,NH120IG,PP Moulding NP (20 Mfi),Nayara,PP,Umiya Petrochem (Gurugram),13000,85
88,08--01--2020,Capital Polymers Furniture (Thane),13000,81,DF50,HD HM,IOCL,HM,Shreenath Plastics,13000,79
89,08--01--2020,Narmada Buildtech Pvt Ltd (Noida),13000,81,AGILON35GF,35% Glass Filled Nylon,GRP,Nylon,"Falaj Trading DMCC (Dubai, UAE)",13000,79
90,08--01--2020,Silvassa Stride 3D Printing Pvt Ltd,8000,88,2221D,LD Heavy Duty,Basell,LD,"Palm Vista Polymers LLC (Dubai, UAE)",8000,85
91,08--01--2020,Ghaziabad Infinity Toys Pvt Ltd,10000,88,5410,HD Raffia,Opal,HD,"DragonGate Materials Trading Co. (Shanghai, China)",10000,85
92,08--01--2020,Heritage Chennai Adhesives Pvt Ltd,7000,80,T03,PP Raffia,Oriential Energy,PP,Galaxy Chemplast (Mysuru),7000,79
93,08--01--2020,Neelkanth Buildtech Pvt Ltd (Hyderabad),10000,78,SRX100,PPCP,RIL,PP,"GreatWall Plastics Co., Ltd. (Shanghai, China)",10000,75
94,08--01--2020,Konark Footwear Pvt Ltd (Pithampur),14000,83,2427F,LD Milk Pouch,Basell,LD,Vadodara Infinity Commodities,14000,80
95,08--01--2020,Nagpur Vindhya Packaging Pvt Ltd,10000,90,R03RR,PP Raffia,HMEL,PP,"Pearl Coast Exim DMCC (Dubai, UAE)",10000,87
96,08--01--2020,Pioneer Polymers Housewares (Mangaluru),6000,80,1820,LL 2 Mfi Non-Slip,Basell,LL,Navneet Polychemicals,6000,78
97,08--01--2020,Pristine Polymers Renewables (Bhubaneswar),7000,85,M312,PP Moulding (12 Mfi),Haldia,PP,"Jumeirah Crest Petrochem DMCC (Dubai, UAE)",7000,83
98,09--01--2020,Capital Aurangabad Packagers Pvt Ltd,11000,90,TR144,HD HM,Marlex / Lotrene,HM,Vector Coimbatore Polymers,11000,89
99,09--01--2020,Prime Renewables Pvt Ltd (Delhi),6000,81,H030TN,PP Thermoforming,Nayara,PP,Panipat Sunbeam Polychemicals,6000,79
100,09--01--2020,Navi Mumbai Unity Renewables Pvt Ltd,12000,84,F46003,HD Film,RIL,HD,"Jumeirah Crest Petrochem DMCC (Dubai, UAE)",12000,83
101,09--01--2020,Kandla Crystal Plastics,14000,92,H036RG,PP Raffia,Nayara,PP,"Palm Vista Trading DMCC (Dubai, UAE)",14000,89
102,09--01--2020,Allied Jaipur Packagers Pvt Ltd,12000,92,6097,HD HM,Luban,HM,Anand Exim,12000,89
103,09--01--2020,Cityline Poly Solutions,13000,87,AGILON35GF,35% Glass Filled Nylon,GRP,Nylon,"SilverPanda Materials Trading Co. (Qingdao, China)",13000,86
104,09--01--2020,Siddhi Polymers Housewares (Kanpur),7000,93,F18010,LL 1 Mfi Non-Slip,RIL,LL,Neelkanth Petrochem (Ankleshwar),7000,91
105,09--01--2020,Siddhi Pipes & Fittings Pvt Ltd (Ghaziabad),7000,84,F0148D,HD Medium Blow Moulding,HMEL,HD,Galaxy Surat Polychemicals,7000,81
106,09--01--2020,Mangalam Navi Mumbai Electricals Pvt Ltd,11000,89,P700J,PP Moulding (12 Mfi),SCG Chemcials,PP,Zenith Udaipur Exim,11000,87
107,09--01--2020,Faridabad Bluewave Chemplast,8000,82,861N,GPPS,Taita,GPPS,Hiral Polychem (Durgapur),8000,81
108,10--01--2020,Infinity Ahmedabad Consumer Products Pvt Ltd,12000,80,6230,LD 2 Mfi Non-Slip,Borough,LD,Velocity Thane Plastics,12000,79
109,10--01--2020,Zenith Polymers Automotive Components (Noida),8000,82,B5004 / B6003,HD Blow Moulding,Opal,HD,"Lianhua Plastics Co., Ltd. (Shanghai, China)",8000,80
110,10--01--2020,Capital Aurangabad Packagers Pvt Ltd,7000,84,J1005,LD Milk Pouch,RIL,LD,"Pearl Coast Exim DMCC (Dubai, UAE)",7000,83
111,10--01--2020,Millennium Polymers Sports Goods (Dahej),14000,87,LD002,LD Heavy Duty,RIL,LD,"DragonGate Materials Trading Co. (Shanghai, China)",14000,86
112,10--01--2020,Vapi Nexus Housewares Pvt Ltd,12000,85,1200MC,PP Moulding (20 Mfi),IOCL,PP,Shakti Kandla Commodities,12000,83
113,10--01--2020,Neelkanth Buildtech Pvt Ltd (Hyderabad),10000,72,456J,PP Raffia,Basell,PP,"Jumeirah Crest Petrochem DMCC (Dubai, UAE)",10000,70
114,10--01--2020,Tirupati Sports Goods Pvt Ltd (Silvassa),12000,85,2427K,LD GP,Basell,LD,"GoldRiver Materials Trading Co. (Tianjin, China)",12000,82
115,10--01--2020,Desi Polymers Adhesives (Mumbai),18000,86,2130,LD Heavy Duty,Sasol,LD,Allied Trading Co.,18000,84
116,10--01--2020,Neelkanth Medical Devices Pvt Ltd (Nashik),10000,81,F2001S,LL 1 Mfi Slip,Opal,LL,"BlueCrane Petrochem Corp. (Ningbo, China)",10000,78
117,10--01--2020,Galaxy Polymers Medical Devices (Gurugram),10000,83,B52A003,HD Blow Moulding,Gail,HD,"Marina Gate Polymers LLC (Dubai, UAE)",10000,80
118,10--01--2020,Aristo Ludhiana Stationery Pvt Ltd,11000,84,Q1018H,LL 1 Mfi Slip,Lotrene,LL,Mumbai Pacific Polymer Traders,11000,83
119,11--01--2020,Infinity Vasai Toys Pvt Ltd,11000,89,SH731,HIPS,Supreme,HIPS,Kandla Crystal Plastics,11000,87
120,11--01--2020,Infinity Ahmedabad Consumer Products Pvt Ltd,14000,86,1013NW8,Nylon,UBE,Nylon,Kandla Crystal Plastics,14000,85
121,11--01--2020,Navkar Bhiwandi Electricals Pvt Ltd,8000,87,NH120IG,PP Moulding NP (20 Mfi),Nayara,PP,Cityline Trading Co.,8000,86
122,11--01--2020,Capital Furniture Pvt Ltd (Hyderabad),11000,86,T3804,LL Roto Moulding,Opal,LL,"Jinlong Petrochem Corp. (Ningbo, China)",11000,85
123,11--01--2020,Matrix 3D Printing Pvt Ltd (Pithampur),10000,87,AGILON35GF,35% Glass Filled Nylon,GRP,Nylon,"Palm Vista Trading DMCC (Dubai, UAE)",10000,86
124,11--01--2020,Ludhiana Millennium Stationery Pvt Ltd,10000,82,MI45,ABS,Bhansali Engineering,ABS,Lucknow Narmada Plastics,10000,81
125,11--01--2020,Reliable 3D Printing Pvt Ltd (Rajkot),6000,87,7042,LL 2 Mfi Non-Slip,Luban,LL,Core Impex (Agra),6000,86
126,11--01--2020,Triveni Petrochem,9000,79,6400,HD Blow Moulding,Luban,HD,"Lianhua Plastics Co., Ltd. (Shanghai, China)",9000,76
127,11--01--2020,Momentum Footwear Pvt Ltd (Delhi),6000,83,hkr102,PP Raffia,Sabic,PP,Sai Trading Co.,6000,82
128,11--01--2020,Pristine Polymers Renewables (Bhubaneswar),10000,86,PP 500,PP Raffia,Sabic,PP,"Marina Gate Polymers LLC (Dubai, UAE)",10000,85
129,11--01--2020,Umiya Faridabad Footwear Pvt Ltd,9000,80,J1020FF20,LD 2 Mfi Non-Slip,RIL,LD,Devika Polytrade (Ahmedabad),9000,77
130,11--01--2020,Cityline Poly Solutions,14000,87,7080,LL 1 Mfi Slip,Luban,LL,"Palm Vista Polymers LLC (Dubai, UAE)",14000,86
131,12--01--2020,Kaveri Gurugram Petrochem,6000,85,E52009,HD Raffia,RIL,HD,"Jinlong Petrochem Corp. (Ningbo, China)",6000,84
132,12--01--2020,Triveni Polymers 3D Printing (Hyderabad),11000,87,E52009,HD Raffia,RIL,HD,Anand Commodities (Mysuru),11000,84
133,12--01--2020,Core Polymers Textiles (Noida),10000,84,4080,PPCP (8 MFI),IOCL,PP,Vindhya Petrochem,10000,83
134,12--01--2020,Infinity Ahmedabad Consumer Products Pvt Ltd,6000,95,0209AA,LL 1 Mfi Non-Slip,Iran,LL,"Shengda Materials Trading Co. (Ningbo, China)",6000,94
135,12--01--2020,Pristine Vadodara Impex,12000,84,M307,PP Moulding (7 Mfi),Haldia,PP,"Huanxin Petrochem Corp. (Xiamen, China)",12000,82
136,12--01--2020,Mahadev Lucknow Agro Plast Pvt Ltd,11000,95,H036RG,PP Raffia,Nayara,PP,Unity Petrochem,11000,93
137,12--01--2020,Siddhi Polymers Housewares (Kanpur),9000,86,50MA180,HD Injection Moulding,RIL,HD,Crescent Exim (Mangaluru),9000,83
138,12--01--2020,Desi Polymers Textiles (Udaipur),13000,85,SH300,HIPS,Supreme,HIPS,"BlueCrane Petrochem Corp. (Ningbo, China)",13000,83
139,12--01--2020,Beacon Vadodara Coatings Pvt Ltd,11000,87,SC203TR,GPPS,Supreme,GPPS,Matrix Coimbatore Exim,11000,84
140,12--01--2020,Silvassa Stride 3D Printing Pvt Ltd,9000,85,7050,LL 2 Mfi Slip,Luban,LL,"Pearl Coast Exim DMCC (Dubai, UAE)",9000,84
141,12--01--2020,Vapi Nexus Housewares Pvt Ltd,12000,88,1400MN,PP Moulding (40 Mfi),IOCL,PP,"GreatWall Plastics Co., Ltd. (Shanghai, China)",12000,87
142,12--01--2020,Krishna Sports Goods Pvt Ltd (Ahmedabad),6000,87,Grade 1,PP Moulding,Basell,PP,Infinity Poly Solutions,6000,85
143,13--01--2020,Gurugram Tapti Consumer Products Pvt Ltd,11000,85,F0118L,LL 1 Mfi Non-Slip,HMEL,LL,"Shengda Materials Trading Co. (Ningbo, China)",11000,84
144,13--01--2020,Paramount Polymers Medical Devices (Meerut),7000,95,265MO,PPCP (7 Mfi),Borough,PP,Triveni Petrochem,7000,93
145,13--01--2020,Sunrise Textiles Pvt Ltd (Kolkata),8000,86,2221D,LD Heavy Duty,Basell,LD,Arham Exim,8000,83
146,13--01--2020,Bengaluru Godavari Automotive Components Pvt Ltd,6000,83,R03RR,PP Raffia,HMEL,PP,Anand Commodities (Mysuru),6000,81
147,13--01--2020,Nagpur Vindhya Packaging Pvt Ltd,8000,91,SC203TR,GPPS,Supreme,GPPS,Mangalam Polytrade (Ludhiana),8000,89
148,13--01--2020,Omkar Furniture Pvt Ltd (Thane),10000,85,Lotrene 0710,LD Lamination,Lotrene,LD,Urban Polytrade (Vasai),10000,84
149,13--01--2020,Konark Footwear Pvt Ltd (Pithampur),6000,86,JF19010,LL 1 Mfi Slip,RIL,LL,Thane Aristo Poly Hub,6000,85
150,13--01--2020,Ghaziabad Sunbeam Automotive Components Pvt Ltd,8000,87,4080,PPCP (8 MFI),IOCL,PP,Surat Navneet Petrochem,8000,84
151,13--01--2020,Beacon Vadodara Coatings Pvt Ltd,13000,92,FU5100 / M7100,HD Film,Lotte,HD,Lucknow Narmada Plastics,13000,89
152,13--01--2020,Crystal Thane Packagers Pvt Ltd,6000,86,HY035R,PP Lamination,MRPL,PP,"Palm Vista Trading DMCC (Dubai, UAE)",6000,84
153,13--01--2020,Radiant Polymers Automotive Components (Agra),6000,86,2221D,LD Heavy Duty,Basell,LD,"Desert Dunes Petrochem DMCC (Dubai, UAE)",6000,83
154,13--01--2020,Prime Renewables Pvt Ltd (Meerut),9000,84,2100N,PP Moulding (12 Mfi),Luban,PP,Everest Poly Hub (Navi Mumbai),9000,81
155,13--01--2020,Rajhans Silvassa Commodities,11000,83,H030SG,PP Raffia,RIL,PP,Bhiwandi Rajhans Polymers,11000,81
156,13--01--2020,Heritage Polymers Electronics (Jaipur),8000,83,1200MC,PP Moulding (20 Mfi),IOCL,PP,"Palm Vista Trading DMCC (Dubai, UAE)",8000,81
157,13--01--2020,Hiral Electronics Pvt Ltd (Haridwar),6000,84,GRPLON30GF,30% Glass Filled Nylon,GRP,Nylon,"Jinlong Petrochem Corp. (Ningbo, China)",6000,83
158,14--01--2020,Stride Agra 3D Printing Pvt Ltd,9000,86,H050MN,PP Thermoforming,RIL,PP,"Pearl Coast Exim DMCC (Dubai, UAE)",9000,83
159,14--01--2020,Aravali Chennai Toys Pvt Ltd,13000,86,1100N,PP Moulding (12 Mfi),AAPC,PP,"Pearl Coast Exim DMCC (Dubai, UAE)",13000,83
160,14--01--2020,Sunrise Textiles Pvt Ltd (Kolkata),10000,85,4080,PPCP (8 MFI),IOCL,PP,Shakti Chemplast (Navi Mumbai),10000,83
161,14--01--2020,Kaveri Polymers Automotive Components (Chennai),11000,82,EVA 2518,EVA 18%,Sipchem,EVA,Sunbeam Ghaziabad Petrochem,11000,79
162,14--01--2020,Paramount Polymers Medical Devices (Meerut),9000,83,H110QS,PP TQ,Nayara,PP,Arham Exim,9000,81
163,14--01--2020,Siddhi Polymers Housewares (Kanpur),12000,88,AM120N,PP Moulding (12 Mfi),RIL,PP,Aristo Kochi Polytrade,12000,86
164,14--01--2020,Devika Footwear Pvt Ltd (Silvassa),11000,81,SH731,HIPS,Supreme,HIPS,"Palm Vista Polymers LLC (Dubai, UAE)",11000,80
165,14--01--2020,Reliable 3D Printing Pvt Ltd (Rajkot),6000,93,B5004 / B6003,HD Blow Moulding,Opal,HD,Sigma Mysuru Commodities,6000,90
166,14--01--2020,Siddhi Polymers Recyclers (Mangaluru),13000,88,DF50,HD HM,IOCL,HM,"Marina Gate Polymers LLC (Dubai, UAE)",13000,85
167,14--01--2020,Sunrise Textiles Pvt Ltd (Kolkata),12000,87,HD150W,ABS,Lotte,ABS,"GoldRiver Materials Trading Co. (Tianjin, China)",12000,84
168,14--01--2020,Sigma Polychemicals (Meerut),10000,86,7050,LL 2 Mfi Slip,Luban,LL,Urban Polytrade (Vasai),10000,85
169,14--01--2020,Kandla Umiya Renewables Pvt Ltd,16000,77,P700J,PP Moulding (12 Mfi),SCG Chemcials,PP,"Huanxin Petrochem Corp. (Xiamen, China)",16000,76
170,14--01--2020,Everest Poly Hub (Navi Mumbai),10000,86,E24065,LL Lamination,RIL,LL,Vector Coimbatore Polymers,10000,83
